id	sentence1	sentence2	score
849	On Monday, the Dow declined 5.25, or 0.1 percent, at 8,983.80, having shed 2.3 percent last week.	In early trading, the Dow Jones industrial average was down 39.94, or 0.4 percent, at 8,945.50, having slipped 3.61 points Monday.	2.941569685935974
850	You just have to base your answer on what you do know, which is what you want.	It is his job to see that you have what you need to do your job.	1.2260454148054123
851	A cat is eating some corn.	A cat is eating corn on the cob.	4.6372681856155396
852	A black train moves down the tracks.	A long train is on train tracks.	2.6760101318359375
853	A turtle is swimming in water.	A turtle is walking underwater.	3.8281840085983276
854	Blue couch and twin bed in a living room.	Blue couch in room with sun shining in.	3.4950482845306396
855	A woman is playing a guitar and singing.	A woman is playing the guitar.	4.029256999492645
856	A man is cutting pieces of butter into a mixing bowl.	Pieces of butter is added in the stand mixer.	3.6715108156204224
857	Hope this is what you are looking for.	If what you are looking for is much higher, they get the picture.	1.3308532536029816
858	The dog is running through a field.	A dog runs through a field.	4.896906614303589
859	Boy lies on stomach in grass.	Small boy lying on his stomach on the grass.	4.711528718471527
860	There is no maximum.	There is no quarantine period.	1.812443733215332
861	Maybe this could work for you.	Maybe this can work for you.	4.839996695518494
862	Authorities appealed to the public Friday to come forward and provide what could be the key to solving the sniper-style shootings that have killed three people outside area convenience stores.	Authorities looked to the public yesterday for help in solving the deadly sniper-style shootings of three people outside Charleston-area convenience stores.	4.179984033107758
863	Sources within the racing industry have told the Daily Bulletin that Fontana will get a second NASCAR race on Labor Day weekend starting next season.	Sources in the racing industry said Fontana will get a second NASCAR race on Labor Day weekend starting next season.	4.838590621948242
864	It looks to me that this is set up for what you want:	It is up to you whether you want to do that.	1.9494494795799255
865	I had the same problem as you.	I had the same issue.	4.131696820259094
866	MediaQ's customers include major handheld makers Mitsubishi, Siemens, Palm, Sharp, Philips, Dell and Sony.	Nvidia will take advantage of MediaQ customers, which include such players as Siemens AG, Sharp, Philips, Dell, Mitsubishi and Sony Corp.	3.7326177954673767
867	Three sheep on a dirt road viewed from a passenger vehicle.	Three sheep on a dirt road shot from a car.	4.400240480899811
868	The AFL-CIO is waiting until October to decide if it will endorse a candidate.	The AFL-CIO announced Wednesday that it will decide in October whether to endorse a candidate before the primaries.	4.323852360248566
869	A man is opening a box and taking out paper.	A woman is peeling a potato.	0.32524891197681427
870	Four girls in swimsuits are playing volleyball at the beach.	Four ladies in swimsuits play sand volleyball on the beach.	4.530156850814819
871	Governor Gray Davis estimated yesterday that the fires could cost nearly $2 billion.	State officials estimated the cost at nearly $2 billion.	3.1921210885047913
872	A dog taking a poop in the street.	A man making balloon animals for two children on a street corner.	0.8213721215724945
873	Frank Quattrone, the former Credit Suisse First Boston technology investment-banking guru, reportedly pleaded not guilty Tuesday to charges of obstruction of justice and witness tampering.	NEW YORK -(Dow Jones)- Former star investment banker Frank Quattrone pleaded not guilty Tuesday to criminal charges of obstruction of justice and witness tampering.	4.344609081745148
874	There are a couple of options that you could consider:	There are a lot of ways that could go poorly for you.	0.8558126538991928
875	It really depends on how the employer documents it.	It depends how you're stating it.	1.6939546167850494
876	Gillespie sent a letter to CBS President Leslie Moonves asking for a historical review or a disclaimer.	Republican National Committee Chairman Ed Gillespie issued a letter Friday to CBS Television President Leslie Moonves.	3.5018014907836914
877	"The New York senator's new book, ""Living History,"" appears a certain bestseller."	Hillary Clinton, the New York senator and former first lady, has a book out Monday titled Living History.	3.3298838138580322
878	The attack seemed similar to others staged near foreign compounds in Riyadh on May 12.	The attack seemed similar to attacks staged near foreign compounds in Riyadh on May 12, for which officials have also blamed al-Qaida.	4.448861479759216
879	Deirdre Hisler, Government Canyon's manager, said the state has long had its eye on this piece of property and is eager to complete the deal to obtain it.	Deirdre Hisler, Government Canyon's manager, said the state long has coveted this piece of property, and is eager to complete the deal.	4.6377792954444885
880	A person is slicing some onions.	A woman is chopping herbs.	1.5161505341529846
881	Someone is slicing two uncooked racks of ribs apart.	Someone is cutting a piece of meat.	2.150528132915497
882	A boy is playing the violin onstage.	A boy is playing an instrument.	3.4859561920166016
883	A man is cutting a potato.	A man is slicing some potato.	4.603190720081329
884	A person driving a cart pulled by a bicycle.	A man wearing a dust mask riding a three wheeled bicycle.	2.4371327459812164
885	You are on the right path.	You're right on about the sample definition.	0.36820948123931885
886	A girl is running on a desert path.	A young girl is talking on a cell phone.	0.844598263502121
887	A woman is dancing near a fire.	A woman is cutting a tomatoe.	0.4598749801516533
888	A polar bear is running towards a group of walruses.	A polar bear is chasing a group of walruses.	4.469199478626251
889	There are a few things you can do: 	There are a couple things you can try.	3.127889633178711
890	Three boys in karate costumes are fighting.	Three men are practicing karate moves in a field.	3.325745463371277
891	Three goats are being rounded up by a dog.	Three goats are chased by a dog.	4.076642692089081
892	The injured were taken to hospitals in Jefferson City and Columbia, a college town about 30 miles to the north.	The injured were taken to hospitals in Jefferson City and Columbia, about 48km north; their conditions were not immediately available.	3.027951717376709
893	A dog under the stairs	A dog is resting on the stairs.	4.298655390739441
894	"So in his State of the Union address in January, Bush declared that the British government ""has learned that Saddam Hussein recently sought significant quantities of uranium from Africa."""	"In his Jan. 28 State of the Union message, Bush said, ""The British government has learned that Saddam Hussein recently sought significant quantities of uranium from Africa."""	4.419194459915161
895	He was tracked to Atlanta where he was arrested on Tuesday night.	He was arrested in Atlanta, Georgia, on Monday night by police acting on a tip-off.	3.5824966430664062
896	Shares of McDonald's Corp. and Wendy's International Inc. continued a modest run-up on the New York Stock Exchange Monday.	Shares of McDonald's and Wendy's continued their recent recovery Monday, rising more than 1 percent on the New York Stock Exchange in afternoon trade.	3.7892141938209534
897	A man and woman sit at a table in a restaurant.	Four women and two men sit at a long table in a restaurant.	3.350944221019745
898	On health care, the NDP says there will be no privatization and no health-care premiums.	The New Democrats also renewed their commitment to no health-care privatization and no premiums.	4.0373387932777405
899	Two women are dancing and singing in front of a crowd.	The women are singing and dancing.	4.089790880680084
900	Sure, I've  done this very trip.	I've done this many dozens of times.	2.1287089586257935
901	It's all in her head.	It's all about adhesion.	1.1617948114871979
902	An empty office cubicle.	An empty office chair in a cubicle.	3.9874672889709473
903	Two men wearing traditional clothing is standing outside.	Three women wearing black vests and gray shirts are talking outside of a building.	0.5062796920537949
904	You don't have to worry.	You don't have to do anything to season it.	1.9990867376327515
905	The Cradle of Liberty Council isn't the first one to buck the national group's stance.	Philadelphia's council is not the first to defy the national policy.	2.9212889075279236
906	A baby elephant is eating a small tree.	A little girl peddling a scooter.	0.04412688780575991
907	You just have to base your answer on what you do know, which is what you want.	You have to do what is right for you.	1.411881148815155
908	A woman is slicing ginger.	A person is holding two baby lorises.	0.239541158080101
909	A man is opening a door.	A man is cutting an onion.	1.1290962994098663
910	One witness told Anatolian he saw the plane on fire while it was still in the air.	One witness told the Anatolian news agency he saw the plane on fire in mid-air.	4.5564475655555725
911	A man sits by a dock looking at the water.	A man jumps off a rock into the water	2.2204414010047913
912	It''s absurd, Funny Cide's trainer Barclay Tagg said.	"Meanwhile, Funny Cide's trainer, Barclay Tagg, called the allegations ""ridiculous."""	4.167660176753998
913	Someone typed on a keyboard.	Someone is typing.	4.389849305152893
914	A black and white dog is jumping over a hurdle.	A white dog running over a bridge.	2.055393159389496
915	There are a total of 659 women enrolled at the academy, the report said.	There were 659 women enrolled at the academy at the time of the survey.	4.626836180686951
916	A young woman is riding a Bay hose in a dirt riding-ring.	A man is staring at a horse with a white mane.	0.3699328377842903
917	Tony's not feeling well, Spurs coach Gregg Popovich said.	We're thrilled to be up 3-2,'' Coach Gregg Popovich said Wednesday.	2.1448661386966705
918	Three bicyclists crossing a bridge in a city.	The bicyclists are crossing a bridge in the rain.	3.452734351158142
919	For the full 12-month period, high-speed cable modem connections increased by 49 percent.	For the full year period ending June 30, 2003, high-speed lines increased by 45 percent.	2.3386912047863007
920	Does this page answer your question?	Does this answer your questions?	3.96606981754303
921	Two green and white trains sitting on the tracks.	Two green and white trains are sitting on the train track.	4.873155355453491
922	But Mitsubishi Tokyo Financial (JP:8306: news, chart, profile) declined 3,000 yen, or 0.65 percent, to 456,000 yen.	Sumitomo Mitsui Financial (JP:8316: news, chart, profile) was down 2.5 percent at 198,000 yen.	2.5584712624549866
923	Knox County Health Department is following national Centers for Disease Control and Prevention Protocol to contain infection.	The health department spokesperson added the department is following Centers for Disease Control protocol.	3.1403297185897827
924	You can use it, too.	Yes, you can do it.	2.039046734571457
925	A blue bird standing on a lawn.	Blue bird standing on green grass.	4.541168212890625
926	"They said they had concluded that the film failed ""to present a balanced portrayal"" of the Reagans."	"CBS said the show ""does not present a balanced portrayal of the Reagans for CBS and its audience."	3.109992742538452
927	Three people are by the water with yellow canoes.	Three people preparing to canoe.	4.006234705448151
928	This is not a good idea.	This is probably not a good idea but I will suggest it anyhow.	2.9558444023132324
929	A man in a blue dress shirt.	A man in a white shirt and blue pants is talking with a woman in a pink shirt.	1.6913023591041565
930	You can use it, too.	You can still use it for practice.	2.8623998165130615
931	Hilsenrath and Klarman each were indicted on three counts of securities fraud.	Klarman was charged with 16 counts of wire fraud.	2.0359638333320618
932	What is your lid made of?	What is your paper for?	0.4620687663555145
933	In the second quarter, Anadarko now expects volume of 46 million BOE, down from 48 million BOE.	Production for the second quarter was cut to 46 million barrels from 48 million barrels.	3.237907886505127
934	Now, with the agency's last three shuttles grounded in the wake of the Columbia disaster, that wait could be even longer.	With the remaining three shuttles grounded in the wake of the Columbia accident, the rookies will have to wait even longer.	4.2042893171310425
935	Trading in Loral was halted yesterday; the shares closed on Monday at $3.01.	The New York Stock Exchange suspended trading yesterday in Loral, which closed at $3.01 Friday.	4.203704595565796
936	Two children splashing in the water.	Two dolphins jumping into the water.	1.8317025899887085
937	You should just ask your boss what he wants you to do.	You should listen to your boss, because you're not paid to tell the boss what to do.	2.868669629096985
938	Train in a station.	a train in a station.	4.932722747325897
939	"It is a national concern that will touch virtually every American,"" Abraham said."	"The impact of natural-gas shortages ""will touch virtually every American,"" Energy Secretary Spencer Abraham warned yesterday."	3.514000177383423
940	But the country is scrambling to prevent it spreading to the vast countryside where most of its 1.3 billion people live.	China is scrambling to stop the disease from spreading to the countryside, where most of its 1.3 billion people live.	4.290561676025391
941	About 1,557 genes on chromosome 6 are thought to be functional.	The remaining 1,557 genes are believed to be all functional.	3.86654794216156
942	I was in a similar situation.	I had a similar situation.	4.450792074203491
943	The security official's backup couldn't fill in because he was on active military duty, Strutt said.	The security official's backup was on active duty, and the lottery association didn't have a replacement in New Jersey, Strutt said.	3.148818612098694
944	Two men pushed carts through the woods.	Two men are pushing carts.	3.990693986415863
945	Bashir felt he was being tried by opinion not on the facts, Mahendradatta told Reuters.	Bashir also felt he was being tried by opinion rather than facts of law, he added.	3.5354572534561157
946	Three people are meeting for coffee.	Two people make coffee.	2.9899391531944275
947	A baby panda goes down a slide.	A panda slides down a slide.	4.345382750034332
948	A dog standing in the water.	A girl playing on a parachute.	0.017763031646609306
949	A cruise ship is in front of a docking area.	Calico cat sitting on step in front of a door.	1.0565830767154694
950	There are four people outside.	Five people are outside.	2.580260932445526
951	A woman is swimming underwater.	A man is slicing some carrots.	-0.6008796021342278
952	A man is stirring juice.	A man is peeling an onion.	1.1826499551534653
953	A person is playing an electronic keyboard.	A kid is playing keyboard.	3.8724640011787415
954	A cheetah is running behind its prey.	A cheetah chases prey on across a field.	4.0753039717674255
955	It's pretty much up to you.	It is up to you.	4.090249538421631
956	Red and white bus driving down road.	A bus drives down a busy road.	3.7490859627723694
957	A 25 percent increase would raise undergraduate tuition to about $5,247 annually, including miscellaneous, campus-based fees.	The 25 percent hike takes annual UC undergraduate tuition to $4,794 and graduate fees to $5,019.	2.9671987891197205
958	A woman is pouring egg into a frying pan.	A man is petting two dogs.	-0.26025693863630295
959	You guys are making this all WAAAAAY too complicated.	You are making this too complicated.	3.679732382297516
960	Black and white photo of a girl on a sofa.	a black and white photo of a cow under a tree.	0.7857494056224823
961	A man is smoking.	A baby is sucking on a pacifier.	0.5952687188982964
962	The cat is sitting on a bag of cat food.	Two eagles sitting on a long branch.	0.4718024283647537
963	I've had this same problem.	I had this same situation.	3.7295812368392944
964	The consensus among Wall Street analysts was for a loss of 28 cents a share.	Analysts surveyed by First Call were expecting sales of $723 million and a loss of 28 cents a share.	3.3880168199539185
965	A black and white dog is running through the grass.	A tan dog is walking through snow.	1.4578714966773987
966	Vivendi shares closed 1.9 percent at 15.80 euros in Paris after falling 3.6 percent on Monday.	In New York, Vivendi shares were 1.4 percent down at $18.29.	1.9563539326190948
967	The boy is raising his hand.	The man is raising his hand.	4.009866416454315
968	From what I understand this is what you can do :	Can you do this?	1.9149249792099
969	This is not a good idea.	Not a good idea.	4.201542139053345
970	The rule - When in doubt throw it out!	"I always go by the rule ""When in doubt, throw it out!"	4.426724016666412
971	I don't think that there's any.	I don't think there is any universal term.	1.5181881189346313
972	A man is laughing with a woman	A man and a woman laughing.	4.730719327926636
973	a close up head of an ostrich.	A close up of an ostrich face.	4.5638251304626465
974	Kansas Department of Health and Environment records show there were 88 abortions performed on girls age 14 and younger last year.	Statistics from the Kansas Department of Health and Environment show that 11,844 abortions were performed in the state last year.	3.7853777408599854
975	A person filming the outdoors.	There is a couple outdoors.	1.4467482268810272
976	A woman is slicing an onion.	A woman is slicing lemons.	2.331145405769348
977	"Nonetheless, the open-source guru insisted, ""This attack was wrong, and it was dangerous to our goals."""	This attack was wrong, and it was dangerous to our goals, Raymond said.	3.5142233967781067
978	You can do it, too.	Yes, you can do it.	3.3146989345550537
979	The Dow Jones industrial average ended the day down 10.89 at 9,837.94, after advancing 111.04 Wednesday.	The Dow Jones industrial average fell 10.89 points, or 0.11 percent, to 9,837.94.	4.137399792671204
980	A young boy wearing a red winter coat is eating and holding up a candy bar.	A young boy wearing a red coat eats a chocolate bar.	4.351498782634735
981	He proposed a system under which it would take fewer and fewer votes to overcome a filibuster.	Frist proposed a process in which it would take gradually fewer votes to overcome filibusters preventing final votes on judicial confirmations.	3.9228683710098267
982	A man is bowling.	A kitten is walking.	-0.7664535194635391
983	A woman is cutting an onion.	A horse is standing.	-0.15114428475499153
984	Both of these kids are in wonderful physical condition right now, he said during a press briefing at the hospital.	Both of these kids are in wonderful physical condition right now, said Goodrich, also director of pediatric neurosurgery at the Children's Hospital at Montefiore.	3.273545503616333
985	The person is wearing a fedora.	A man is wearing a uniform.	0.8300239592790604
986	A red train driving through a snow covered city.	The train is riding on the tracks in the snow.	3.3440008759498596
987	The man is playing the guitar.	The girl is playing the guitar.	3.4298864006996155
988	A man steers a blue boat past brightly colored houses.	a man driving a blue boat passes by some colorful houses.	4.492841958999634
989	a little girl is laughing at the camera.	A white cow with big ears looking into the camera.	1.3487224280834198
990	Sean Harrigan, president of the California Public Employees' Retirement System, also suggested paring down the NYSE's 27-member board, changing its composition and making it more accountable.	Sean Harrigan, president of the California Public Employees' Retirement System, also suggested paring the NYSE's 27-member board and allotting more seats to investors outside the securities industry.	3.8870471715927124
991	A man is playing a guitar.	A man is driving a car.	0.9291215986013412
992	In that case, the court held that Cincinnati had violated the First Amendment in banning only the advertising pamphlets in the interest of aesthetics.	In that case, the court held that the city of Cincinnati had violated the First Amendment in banning, in the interest of aesthetics, only the advertising pamphlets.	4.92370069026947
993	A shirtless woman is operating a lawn mower.	A girl is mowing the grass with a lawn mower.	3.523503541946411
994	U.S. forces recently apprehended some 40 suspected foreign militants near the Syrian border and are now interrogating them.	The Third Armored Cavalry Regiment recently apprehended about 40 suspected fighters near the Syrian border, officials said.	3.3170390129089355
995	The meat, poultry, butter, cheese and nuts were impounded a year ago at a LaGrou Cold Storage warehouse in Chicago.	The meat, poultry, butter, cheese and nuts were being stored by more than 100 wholesalers in Chicago.	3.214530348777771
996	Four versions of Windows operating systems are targeted: Windows NT, Windows 2000, Windows XP and Windows Server 2003.	The new worm affects these Windows systems: 2000, XP, NT 4.0 and Server 2003.	3.6082294583320618
997	I would say you can do it, but it wouldn't be advised.	Personally, I would say not unless it suits you.	1.9778624176979065
998	A woman stands in front of a building in the snow.	Two women and a baby pose in front of a dining room.	1.0189130902290344
999	Through Thursday, Oracle said 34.75 million PeopleSoft shares had been tendered.	Some 34.7 million shares have been tendered, Oracle said in a statement.	3.7503716349601746
1000	A woman in a blue bathing suit is jumping off a dock into a lake.	a boy in a blue shirt and blue jeans runs across a playground	0.8863542228937149
1001	A group of people are nervous about crossing the water.	A group of people are on the water.	3.340413272380829
1002	Some men are sawing.	Men are sawing logs.	3.6404836177825928
1003	A woman is digging in the sand.	A man is buried in the sand.	3.199329674243927
1004	Group of people sitting around a restaurant dining table.	A group of people sitting at a restaurant table.	4.682804048061371
1005	Reuters witnesses said many houses had been flattened and the city squares were packed with crying children and the homeless, huddled in blankets to protect them from the cold.	Reuters witnesses said public squares were packed with crying children and people left homeless, huddled in blankets to protect them from the cold.	4.213526546955109
1006	I have the same thing.	I have the exact same problem.	3.494880199432373
1007	The A920 comes with a printer, scanner, and copier for $89.	Dell's Personal All-in-One A920 is an entry-level device that combines printer, scanner and copier functions for $89.	4.100148379802704
1008	"A promotional poster, complete with countdown dial, reminds readers of the upcoming release of ""Harry Potter and the Order of the Phoenix."""	"The crates are full of hardback copies of ""Harry Potter and the Order of the Phoenix."""	1.8762700259685516
1009	A group of men play soccer on the beach.	A group of boys are playing soccer on the beach.	4.111210107803345
1010	A black and white cat and dog on a striped couch.	A black and white cat standing in front of a window.	1.9500723481178284
1011	"The other 24 members are split between representatives of the securities industry and so-called ""public"" board members."	Of the 24 directors who are not exchange executives, half are representatives of the securities industry and half are designated public members.	3.30316424369812
1012	A black and white cow standing in hay looks back at the camera.	There is a black and white sheep standing on the grass.	1.6423521935939789
1013	Unfortunately the answer to your question is we simply do not know.	Sorry, I don't know the answer to your question.	2.708374857902527
1014	The road is long.	There is nothing on the side of the road.	1.6940997540950775
1015	I realized there is already an accepted answer but I figure I would add my 2 cents.	I know this is an old question but I feel I should add my 2 cents.	3.189634680747986
1016	A dog is standing in the sand.	A tan dog is standing in front of some plants.	2.091633826494217
1017	A man spins on a surf board.	A man is putting barbecue sauce on chicken.	0.4195912927389145
1018	A tan and white dog retrieving a ball on a gravel path.	A large dog walks along a gravel path in the woods.	2.5576555728912354
1019	It depends on the dish and how amenable it is at the stage you make the mistake.	It depends on the sauce and the result you want.	1.8740278482437134
1020	He was referring to John S. Reed, the former Citicorp chief executive who became interim chairman and chief executive of the exchange last Sunday .	Next week, John S. Reed, the former Citicorp chief executive who Sunday became interim chairman and chief executive of the exchange, will take up his position.	4.146009683609009
1021	A girl is styling her hair.	A girl is brushing her hair.	3.875921368598938
1022	A woman is filing her nails.	A man is peeling a carrot.	0.13838079757988453
1023	A monkey is playing drums.	A gorilla plays the drums.	3.853811025619507
1024	The man has a orange shirt.	The woman has a orange shirt.	4.157954454421997
1025	The boys are earning their next belt in karate.	Five girls and one boy are in their swimsuits all in the middle of jumping into the pool.	0.7250141352415085
1026	The dollar was last at $1.1149 to the euro, close to its strongest level since April 30.	The dollar pushed as high as $1.1115 to the euro in early trade, extending Tuesday's one percent rally to hit its strongest level since April 30.	3.646540939807892
1027	I would personally beware of the Motley Fool.	I would recommend looking at The Motley Fool.	3.97272527217865
1028	A rebel who was captured said more than 2,000 insurgents were involved in the attack.	A captured rebel said 2,100 combatants had been involved in the offensive.	3.353031277656555
1029	The device plays Internet radio streams and comes with a 30-day trial of RealNetworks' Rhapsody music service.	The product also streams Internet radio and comes with a 30-day free trial for RealNetworks' Rhapsody digital music subscription service.	4.725094139575958
1030	A dog running across the snow with a snowball in it's mouth.	A tan dog is running through the grass with a yellow toy in its mouth.	2.1622803807258606
1031	A bike is next to a couple women.	A child next to a bike.	3.5746726393699646
1032	Police official S.K. Tonapi told Reuters at least 40 people had been killed and more than 100 wounded.	State interior ministry spokesman Vasant Pitke told Reuters that at least 42 people had been killed and 112 injured.	3.1362301111221313
1033	A woman is dancing in the rain.	A woman dances in the rain out side.	4.625047147274017
1034	A line of scooters are parking in the middle of a street.	A line of motor bikes are parked in the middle of a street.	3.3294859528541565
1035	A woman drives a golf cart.	A man riding a cart.	2.1605247259140015
1036	A brown dog is jumping.	A brown dog is jumping	4.989282190799713
1037	We believe the report is fully consistent with what the courts have ruled ... that the department's actions are fully within the law.	Comstock said several federal courts have ruled that the detentions are fully within the law.	2.812454104423523
1038	A moped in front of ruins.	White bus parked in grass in front of building.	1.2083765864372253
1039	A woman is talking on a cell phone.	A man and woman are talking on the phone.	3.5656720399856567
1040	"Schools Chancellor Joel Klein said the push for higher standards and accountability ""is showing results."""	Schools Chancellor Joel Klein said he was pleased by the results.	3.321795165538788
1041	The best thing you can do is to know your stuff.	My recommendation is not to say anything, and do the best you can.	1.4701545238494873
1042	Last year, Cuban officials said none of nearly two dozen nominated Cuban musicians received U.S. visas on time to attend the Grammys in Los Angeles.	Cuban officials said that last year none of about two dozen nominated Cuban musicians received U.S. visas in time to attend the Latin Grammys.	4.773610830307007
1043	A girl is playing guitar.	A girl is playing a piano.	2.7411839365959167
1044	A few more point to think about:	A few things to think about:	3.385748863220215
1045	You don't need any visa.	You don't need sauce at all.	2.356477379798889
1046	A man is playing a football.	A man is maneuvering a soccer ball with his feet.	2.402542680501938
1047	A young man is riding a skateboard and jumps onto a sidewalk then off at another curb.	A man is riding a skateboard.	3.4558266401290894
1048	A small brown birds is eating from a bird feeder hanging from a tree.	A small bird perches on the bird feeder hanging from the tree.	3.758785128593445
1049	You will want to clean the area first.	You will also want to remove the seeds.	1.8330183625221252
1050	"My answer to your question is ""Probably Not""."	This is a part answer to your question	2.0557421445846558
1051	Four people rowing down a river.	Four people row a canoe in water.	3.78207266330719
1052	A boat sails along the water.	The man is playing the guitar.	0.4765072464942932
1053	A little girl is riding a toy tricycle on springs.	A little girl is playing on a toy outdoors.	2.5514817237854004
1054	An old fashioned wooden sailing ship in the ocean.	An old fashioned wooden sailing ship is parked at the pier.	3.923788070678711
1055	The woman is holding the harness that the brown and white dog is wearing.	A man and woman are looking at artwork that is on easels and clipped to a fencing wall.	0.6314203143119812
1056	Yes it is common!	The simple answer is yes!	1.3120333850383759
1057	Well, I wouldn't put it on my cv.	I wouldn't put this job on my resume.	3.4883105754852295
1058	The tennis player hit the ball into outer space and broke the death star.	A female tennis player is leaping into the air to hit the ball.	2.630104422569275
1059	A man and a woman watch two dogs.	A man in a maroon bathing suit swings on a rope on a lake.	-0.10254967957735062
1060	A dog is running through a pond	A pale dog is running along a dirt path.	2.430139183998108
1061	Crowd of people walking past a giant mushroom.	A group of four people walking past a giant mushroom.	4.048246741294861
1062	A man is cutting an onion.	A man cuts an onion.	4.9201324582099915
1063	There's also what the string is made of.	There is also a Youtube-Version of the film.	0.668267160654068
1064	Two people ride their bikes down a dirt road.	Two people riding their bikes on a hill.	4.098359048366547
1065	The woman is slicing tofu.	The woman is putting on lipstick.	1.1683855205774307
1066	A brown and white dog is walking up snowy steps.	A black and white dog frolics in the snow.	2.819617986679077
1067	A person is watching people ski down the hill.	The woman is jumping a long distance while people watch.	2.213032692670822
1068	I've had this same problem.	I had this problem before.	3.9560848474502563
1069	It depends on what you want to do next, and where you want to do it.	They can, but the way to do it depends on what you have available.	0.22748196497559547
1070	That compared with a year-earlier profit of $102 million, or 13 cents a share.	That was more than double the $102 million, or 13 cents a share, for the year-earlier quarter.	4.10080224275589
1071	The Senate agreed Tuesday to lift a 10-year-old ban on the research and development of low-yield nuclear weapons.	Both the House and Senate bills would end the ban on research and development of low-yield nuclear weapons.	3.2365062832832336
1072	"According to SunnComm's Peter Jacobs, ""MediaMax performs exactly as 'advertised' to the companies who purchased it."	"MediaMax performs EXACTLY as advertised"" to the companies who purchased it,"" Jacobs said in the statement."	4.489579200744629
1073	The 30-year bond US30YT=RR rose 22/32 for a yield of 4.31 percent, versus 4.35 percent at Wednesday's close.	The 30-year bond US30YT=RR grew 1-3/32 for a yield of 4.30 percent, down from 4.35 percent late Wednesday.	3.941027820110321
1074	It depends on what you want to do next, and where you want to do it.	I guess it depends on what you're going to do.	3.208302855491638
1075	Five men jump into a swimming pool.	A group of swimmers fall into a pool.	3.1059932708740234
1076	A lady mixed up a meat mixture in bowl.	A woman is stirring meat in a bowl.	4.102721810340881
1077	"Michael Bloomberg, NYC Mayor: ""I'm gonna try march with a number of different groups."	I'm going to try to march with a number of different groups, Bloomberg said.	4.369199275970459
1078	The yard has a dog.	The dog is running after another dog.	1.669689416885376
1079	The answer to both questions is: Yes.	If the answer to any of these questions is yes, a PhD may be worthwhile for you.	1.5717287361621857
1080	A bird flies across the water.	A bird flies above the water.	4.643709063529968
1081	A little girl in a white blouse and blue pants frolics on the grass.	A woman in a green shirt and white pants golfs on the green.	1.6114601492881775
1082	The people are lifting bags.	Several people are carrying large bags.	3.3788377046585083
1083	A dog sniffing the bottom of a door.	A black and white dog sniffing at a closed door.	4.007749855518341
1084	Before Thursday's matinee, Baker called a clubhouse meeting, concerned that the controversy had distracted the Cubs.	Baker called a pregame meeting, believing the the corked-bat episode had distracted the team.	3.5180583596229553
1085	A man is standing on the ground with a paintbrush	A man with a crutch lying on the ground.	1.7413929104804993
1086	A young person  deep in thought.	A young man deep in thought.	4.696977138519287
1087	Three men are doing same dance in the street.	Three shirtless men are dancing in the street.	4.298291206359863
1088	A Washington County man may have the countys first human case of West Nile virus, the health department said Friday.	The countys first and only human case of West Nile this year was confirmed by health officials on Sept. 8.	3.2125431299209595
1089	A man and a woman walk with a white dog on a leash.	A man, woman and dog walk down a paved road.	3.676820993423462
1090	Southwest said its traffic was up 4.6 percent in the quarter, and it ended the quarter with $2.2 billion in cash.	Southwest said its traffic was up 4.6 percent in the quarter on a capacity increase of 4.2 percent.	4.150521159172058
1091	A man is playing a guitar.	A woman is playing the guitar.	3.8479894399642944
1092	A man is breaking wooden boards with his hand.	A man is breaking tiles with his hands.	3.1841090321540833
1093	A man is riding a white horse on an enclosed ground.	Someone is riding a horse.	3.3931607007980347
1094	A young pitcher is throwing the baseball.	A brown dog is walking on the grass beside a fence.	0.40700726211071014
1095	Someone is folding a piece of paper.	A person is slicing a small pieces of ginger.	0.38968876004219055
1096	A man is slicing an onion.	A woman is slicing a pumpkin.	1.5948647260665894
1097	I think there isn't a general answer.	I don't think there is a single definition.	1.505422294139862
1098	Problem is, the system doesn't account for people who could care less about money, or title.	The Joker doesn't care about money.	2.0119622349739075
1099	Yes, there is a reason to not do what you propose.	Yes, there is a chemical difference.	0.548027902841568
1100	The announcements were made at the International Broadcasting Convention (IBC) in Amsterdam.	The submission was on Monday, but the announcement was made Friday at the International Broadcasting Convention in Amsterdam.	3.357270359992981
1101	It depends on what you want to do next, and where you want to do it.	It's up to you what you want to do next.	2.908724546432495
1102	A black and tan dog standing in a field near trees	A white dog is standing by a river shaking himself dry.	1.2114563584327698
1103	The woman is styling her hair.	The woman is slicing herbs.	1.0437692701816559
1104	No, you do not NEED a bread machine.	You do not need to worry.	1.0667026042938232
1105	The girl is carrying a baby.	A man is eating a food.	-0.35484321415424347
1106	Yes, there is a reason for it.	Yes, that is exactly what it means.	1.5745177865028381
1107	Two racing dogs run in the mud.	The man is going into the water.	-0.21341655403375626
1108	I don't see why there should be any problem with this whatsoever.	I don't see why that should be a problem.	3.9582449197769165
1109	Unfortunately the answer to your question is we simply do not know.	If the conversation is not about work, you know what the answer is to your own question.	1.0470717400312424
1110	A man climbing a rock-face.	A man is climbing a rock wall.	4.1997230052948
1111	A train is at a train station.	The train sits at the train station.	4.49696958065033
1112	It varies by the situation.	This varies by institution.	2.9710063338279724
1113	Gregory Parseghian, a former investment banker, was appointed chief executive.	Greg Parseghian was appointed the new chief executive.	4.070989787578583
